,Year,CO,NO2,Ozone,SO2,Lead,PM10,PM2_5,State
0,1999.0,5.08,24.5,0.07583333333333335,3.0,0.0,35.0,9.925,UT
1,2000.0,4.6400000000000015,23.0,0.08633333333333333,3.0,0.0,31.0,9.66,UT
2,2001.0,3.7400000000000007,23.33333333333333,0.076,3.0,0.0,33.0,11.3,UT
3,2002.0,3.44,24.5,0.08085714285714285,3.0,0.0,27.83333333333333,12.457142857142856,UT
4,2003.0,3.3200000000000003,21.75,0.07800000000000001,3.0,0.0,24.6,9.38,UT
5,2004.0,3.575,21.6,0.0695,2.333333333333333,0.0,26.66666666666667,13.85,UT
6,2005.0,3.9333333333333336,21.75,0.0815,2.0,0.0,23.66666666666667,10.883333333333335,UT
7,2006.0,3.1,18.8,0.07777777777777778,2.0,0.0,27.0,9.3,UT
8,2007.0,3.8666666666666667,20.2,0.07579999999999999,2.0,0.0,30.2,10.542857142857144,UT
9,2008.0,3.533333333333333,18.8,0.0723,2.0,0.0,28.2,9.328571428571427,UT
10,2009.0,2.5666666666666664,17.6,0.06810000000000001,2.5,0.0,27.0,9.757142857142854,UT
11,2010.0,1.9,12.8,0.07409090909090907,2.5,0.04,25.2,8.225,UT
12,2011.0,1.8,12.142857142857142,0.07641666666666667,1.5,0.06,20.4,7.737500000000002,UT
13,2012.0,1.46,10.75,0.07271428571428573,0.6666666666666666,0.05,21.5,7.466666666666668,UT
14,2013.0,2.075,12.75,0.07815384615384617,1.0,0.08,22.8,12.9,UT
15,2014.0,1.8666666666666665,10.428571428571429,0.06784615384615382,1.0,0.1,18.6,7.7285714285714295,UT
16,2015.0,1.8333333333333333,10.333333333333334,0.06981818181818182,0.0,0.07,16.0,6.75,UT
0,2016.0,1.5912650582248247,8.009617864390783,0.07104466146682033,0.0,0.08714148139644373,16.73567300623273,10.011314432623653,UT
1,2017.0,0.0,2.034391643403838,0.04584671272023676,0.0,0.05033023962081363,0.0,8.333551948495234,UT
2,2018.0,0.11582305579024832,0.6527189720652995,0.03973110394647232,0.7894678074515452,0.04165510606043983,1.604010678801989,5.869104134684072,UT
3,2019.0,0.0,1.3441696949129334,0.009271520320564067,0.0,0.0,0.0,3.896418706106709,UT
4,2020.0,0.0,0.0,0.019651257112106447,0.0,0.0,0.0,3.325266266381735,UT
5,2021.0,0.0,0.0,0.0014115055704516325,0.8564688972038308,0.04949816608256162,0.0,1.7380016614798661,UT
6,2022.0,0.0,0.0,0.00477622173980931,1.5725193025835442,0.0,0.0,1.4548051575975192,UT
7,2023.0,0.0,0.0,0.0019246383735642813,0.0,0.0,0.0,0.6349998015616236,UT
8,2024.0,0.0,0.0,0.0,0.0,0.14235929669011044,0.4667737499389635,0.35508086296253594,UT
9,2025.0,0.0,0.0,0.0013967717377547915,4.628475589853721,0.0,0.0,0.0,UT
